team,season,typical_batting_order,left_hand_top6_pct,aggressive_opener_pct,powerplay_sr,middle_sr,death_sr,vs_spin_economy,vs_pace_economy,vs_leftarm_economy,vs_legspin_economy,vs_offspin_economy,vs_leftarm_spin_economy,chase_win_pct,defend_win_pct,likely_bowling_order,powerplay_bowling_economy,death_bowling_economy,pace_overs_pct,spin_overs_pct,is_estimated
Peshawar Zalmi,2016,"{""1"": ""Tamim Iqbal"", ""2"": ""Mohammad Hafeez"", ""3"": ""DJ Malan"", ""4"": ""BJ Hodge"", ""5"": ""Shahid Yousuf"", ""6"": ""Shahid Afridi"", ""7"": ""DJG Sammy"", ""8"": ""Wahab Riaz""}",0,11.1,91.7,111.3,155.5,8.87,7.5,7.5,11.5,8.87,7.97,80,20,"{""1"": ""SW Tait"", ""2"": ""SW Tait"", ""3"": ""SW Tait"", ""4"": ""SW Tait"", ""5"": ""Mohammad Asghar"", ""6"": ""Wahab Riaz"", ""7"": ""Shahid Afridi"", ""8"": ""Shahid Afridi"", ""9"": ""Shahid Afridi"", ""10"": ""Shahid Afridi"", ""11"": ""Shahid Afridi"", ""12"": ""Shahid Afridi"", ""13"": ""Shahid Afridi"", ""14"": ""SW Tait"", ""15"": ""Mohammad Asghar"", ""16"": ""Junaid Khan"", ""17"": ""Wahab Riaz"", ""18"": ""SW Tait"", ""19"": ""Wahab Riaz"", ""20"": ""Wahab Riaz""}",5.91,7.8,0,0,FALSE
Peshawar Zalmi,2017,"{""1"": ""Tamim Iqbal"", ""2"": ""DJ Malan"", ""3"": ""Kamran Akmal"", ""4"": ""EJG Morgan"", ""5"": ""Shakib Al Hasan"", ""6"": ""Sohaib Maqsood"", ""7"": ""DJG Sammy"", ""8"": ""CJ Jordan""}",0,27.3,102,116.8,147.6,7.31,8.25,8.25,7.38,7,7.29,42.9,57.1,"{""1"": ""Hasan Ali"", ""2"": ""Mohammad Asghar"", ""3"": ""Hasan Ali"", ""4"": ""Hasan Ali"", ""5"": ""Hasan Ali"", ""6"": ""Wahab Riaz"", ""7"": ""Shahid Afridi"", ""8"": ""Shahid Afridi"", ""9"": ""Wahab Riaz"", ""10"": ""Shahid Afridi"", ""11"": ""Shahid Afridi"", ""12"": ""Shahid Afridi"", ""13"": ""Shahid Afridi"", ""14"": ""Shahid Afridi"", ""15"": ""DJG Sammy"", ""16"": ""Wahab Riaz"", ""17"": ""Hasan Ali"", ""18"": ""Wahab Riaz"", ""19"": ""Hasan Ali"", ""20"": ""Wahab Riaz""}",6.1,8.57,0,1.1,FALSE
Peshawar Zalmi,2018,"{""1"": ""Tamim Iqbal"", ""2"": ""Kamran Akmal"", ""3"": ""DR Smith"", ""4"": ""Mohammad Hafeez"", ""5"": ""DJG Sammy"", ""6"": ""LA Dawson"", ""7"": ""Hammad Azam"", ""8"": ""CJ Jordan""}",0,15.4,114.3,123.4,161.4,7.39,7.55,6.74,8.38,4.67,6.47,42.9,57.1,"{""1"": ""Hasan Ali"", ""2"": ""Umaid Asif"", ""3"": ""Hasan Ali"", ""4"": ""Umaid Asif"", ""5"": ""Wahab Riaz"", ""6"": ""Wahab Riaz"", ""7"": ""Wahab Riaz"", ""8"": ""LA Dawson"", ""9"": ""LA Dawson"", ""10"": ""Sameen Gul"", ""11"": ""Wahab Riaz"", ""12"": ""LA Dawson"", ""13"": ""Ibtisam Sheikh"", ""14"": ""Umaid Asif"", ""15"": ""Hasan Ali"", ""16"": ""Umaid Asif"", ""17"": ""Wahab Riaz"", ""18"": ""Wahab Riaz"", ""19"": ""Wahab Riaz"", ""20"": ""Wahab Riaz""}",7.29,9.28,11.2,2.5,FALSE
Peshawar Zalmi,2019,"{""1"": ""Kamran Akmal"", ""2"": ""Imam-ul-Haq"", ""3"": ""Sohaib Maqsood"", ""4"": ""Umar Amin"", ""5"": ""KA Pollard"", ""6"": ""LA Dawson"", ""7"": ""DJG Sammy"", ""8"": ""Wahab Riaz""}",0,38.5,115.2,120.3,167.5,7.2,7.51,6,7.54,6,7.21,62.5,37.5,"{""1"": ""Hasan Ali"", ""2"": ""Sameen Gul"", ""3"": ""Hasan Ali"", ""4"": ""Umaid Asif"", ""5"": ""Sameen Gul"", ""6"": ""Wahab Riaz"", ""7"": ""KA Pollard"", ""8"": ""Wahab Riaz"", ""9"": ""LA Dawson"", ""10"": ""Sameen Gul"", ""11"": ""LA Dawson"", ""12"": ""KA Pollard"", ""13"": ""LA Dawson"", ""14"": ""KA Pollard"", ""15"": ""Hasan Ali"", ""16"": ""Hasan Ali"", ""17"": ""Hasan Ali"", ""18"": ""Wahab Riaz"", ""19"": ""Hasan Ali"", ""20"": ""Wahab Riaz""}",7.82,7.28,11,0,FALSE
Peshawar Zalmi,2020,"{""1"": ""Kamran Akmal"", ""2"": ""Imam-ul-Haq"", ""3"": ""Haider Ali"", ""4"": ""Shoaib Malik"", ""5"": ""LS Livingstone"", ""6"": ""L Gregory"", ""7"": ""CR Brathwaite"", ""8"": ""Wahab Riaz""}",0,50,133.8,143.3,134.5,9.67,8.41,6.78,11,9.67,9.55,33.3,66.7,"{""1"": ""Hasan Ali"", ""2"": ""Rahat Ali"", ""3"": ""Hasan Ali"", ""4"": ""Rahat Ali"", ""5"": ""Wahab Riaz"", ""6"": ""Wahab Riaz"", ""7"": ""L Gregory"", ""8"": ""Mohammad Amir Khan"", ""9"": ""L Gregory"", ""10"": ""LA Dawson"", ""11"": ""Hasan Ali"", ""12"": ""Wahab Riaz"", ""13"": ""Wahab Riaz"", ""14"": ""Rahat Ali"", ""15"": ""Hasan Ali"", ""16"": ""CR Brathwaite"", ""17"": ""Wahab Riaz"", ""18"": ""Rahat Ali"", ""19"": ""Wahab Riaz"", ""20"": ""Hasan Ali""}",7.98,9.12,6.8,0.6,FALSE
Peshawar Zalmi,2021,"{""1"": ""Hazratullah"", ""2"": ""Kamran Akmal"", ""3"": ""Shoaib Malik"", ""4"": ""DA Miller"", ""5"": ""R Powell"", ""6"": ""SE Rutherford"", ""7"": ""Amad Butt"", ""8"": ""Wahab Riaz""}",0,38.5,116.7,142.5,177.4,8.69,8.32,7.89,9.75,30,7.94,85.7,14.3,"{""1"": ""Wahab Riaz"", ""2"": ""Mohammad Irfan"", ""3"": ""Mohammad Imran"", ""4"": ""Mohammad Irfan"", ""5"": ""Mohammad Imran"", ""6"": ""Mohammad Irfan"", ""7"": ""Mujeeb Ur Rahman"", ""8"": ""Amad Butt"", ""9"": ""Umaid Asif"", ""10"": ""Amad Butt"", ""11"": ""Mohammad Imran"", ""12"": ""Mohammad Irfan"", ""13"": ""Mohammad Imran"", ""14"": ""Umaid Asif"", ""15"": ""Wahab Riaz"", ""16"": ""Wahab Riaz"", ""17"": ""Mohammad Imran"", ""18"": ""Wahab Riaz"", ""19"": ""Wahab Riaz"", ""20"": ""Mohammad Imran""}",6.86,11.68,4.4,10.2,FALSE
Peshawar Zalmi,2022,"{""1"": ""Hazratullah"", ""2"": ""Mohammad Haris"", ""3"": ""Haider Ali"", ""4"": ""Shoaib Malik"", ""5"": ""Hussain Talat"", ""6"": ""SE Rutherford"", ""7"": ""BCJ Cutting"", ""8"": ""Wahab Riaz""}",16.7,36.4,136.7,125.2,157.9,7.86,7.84,8,7.5,8.5,7.89,16.7,83.3,"{""1"": ""Shoaib Malik"", ""2"": ""Mohammad Umar"", ""3"": ""Salman Irshad"", ""4"": ""Mohammad Umar"", ""5"": ""Wahab Riaz"", ""6"": ""Salman Irshad"", ""7"": ""Usman Qadir"", ""8"": ""Usman Qadir"", ""9"": ""Hussain Talat"", ""10"": ""Usman Qadir"", ""11"": ""Hussain Talat"", ""12"": ""Usman Qadir"", ""13"": ""Wahab Riaz"", ""14"": ""Usman Qadir"", ""15"": ""Sohail Khan"", ""16"": ""Wahab Riaz"", ""17"": ""Salman Irshad"", ""18"": ""Salman Irshad"", ""19"": ""Wahab Riaz"", ""20"": ""Salman Irshad""}",9.07,9.9,16.6,14.3,FALSE
Peshawar Zalmi,2023,"{""1"": ""Mohammad Haris"", ""2"": ""Babar Azam"", ""3"": ""Saim Ayub"", ""4"": ""T Kohler-Cadmore"", ""5"": ""R Powell"", ""6"": ""JDS Neesham"", ""7"": ""Aamer Jamal"", ""8"": ""Wahab Riaz""}",16.7,75,160.6,153.2,140.9,10.35,8.9,8.69,8.67,14.21,11.45,16.7,83.3,"{""1"": ""Arshad Iqbal"", ""2"": ""Wahab Riaz"", ""3"": ""Arshad Iqbal"", ""4"": ""JDS Neesham"", ""5"": ""Wahab Riaz"", ""6"": ""Wahab Riaz"", ""7"": ""Usman Qadir"", ""8"": ""Salman Irshad"", ""9"": ""Sufiyan Muqeem"", ""10"": ""Sufiyan Muqeem"", ""11"": ""JDS Neesham"", ""12"": ""Mujeeb Ur Rahman"", ""13"": ""Wahab Riaz"", ""14"": ""Wahab Riaz"", ""15"": ""Arshad Iqbal"", ""16"": ""Salman Irshad"", ""17"": ""Arshad Iqbal"", ""18"": ""Aamer Jamal"", ""19"": ""Salman Irshad"", ""20"": ""Arshad Iqbal""}",8.44,12.33,16,1.3,FALSE
Peshawar Zalmi,2024,"{""1"": ""Saim Ayub"", ""2"": ""Babar Azam"", ""3"": ""Mohammad Haris"", ""4"": ""Haseebullah Khan"", ""5"": ""T Kohler-Cadmore"", ""6"": ""R Powell"", ""7"": ""Aamer Jamal"", ""8"": ""L Wood""}",16.7,45.5,142.4,132.8,155.2,8.39,8.7,8.4,7.81,9.5,9.37,0,100,"{""1"": ""Saim Ayub"", ""2"": ""L Wood"", ""3"": ""L Wood"", ""4"": ""Mohammad Zeeshan"", ""5"": ""L Wood"", ""6"": ""Naveen-ul-Haq"", ""7"": ""Aamer Jamal"", ""8"": ""Arif Yaqoob"", ""9"": ""Salman Irshad"", ""10"": ""Saim Ayub"", ""11"": ""Arif Yaqoob"", ""12"": ""Saim Ayub"", ""13"": ""Salman Irshad"", ""14"": ""Saim Ayub"", ""15"": ""Aamer Jamal"", ""16"": ""Salman Irshad"", ""17"": ""L Wood"", ""18"": ""Salman Irshad"", ""19"": ""L Wood"", ""20"": ""Salman Irshad""}",7.83,10.61,16.4,20.2,FALSE
Peshawar Zalmi,2025,"{""1"": ""Saim Ayub"", ""2"": ""Babar Azam"", ""3"": ""T Kohler-Cadmore"", ""4"": ""Mohammad Haris"", ""5"": ""Hussain Talat"", ""6"": ""Abdul Samad"", ""7"": ""MJ Owen"", ""8"": ""AS Joseph""}",33.3,30,120.1,142.7,166.4,8.11,7.73,5.76,9.3,6.14,7.1,75,25,"{""1"": ""L Wood"", ""2"": ""AS Joseph"", ""3"": ""L Wood"", ""4"": ""AS Joseph"", ""5"": ""L Wood"", ""6"": ""Ali Raza"", ""7"": ""Sufiyan Muqeem"", ""8"": ""Saim Ayub"", ""9"": ""Ahmed Daniyal"", ""10"": ""Saim Ayub"", ""11"": ""Ahmed Daniyal"", ""12"": ""Saim Ayub"", ""13"": ""Saim Ayub"", ""14"": ""Ali Raza"", ""15"": ""Ali Raza"", ""16"": ""Ali Raza"", ""17"": ""AS Joseph"", ""18"": ""Ali Raza"", ""19"": ""Ali Raza"", ""20"": ""Hussain Talat""}",9.25,9.64,14.8,34.5,FALSE
Quetta Gladiators,0,"{""1"": ""JJ Roy"", ""2"": ""FH Allen"", ""3"": ""RR Rossouw"", ""4"": ""Sarfraz Ahmed"", ""5"": ""Iftikhar Ahmed"", ""6"": ""Mohammad Nawaz"", ""7"": ""AJ Hosein"", ""8"": ""Mohammad Wasim""}",16.7,37.3,126.8,125.5,145.4,7.91,8.12,7.22,8.38,8.58,7.1,69.2,30.8,"{""1"": ""Mohammad Amir"", ""2"": ""Mohammad Hasnain"", ""3"": ""Mohammad Amir"", ""4"": ""Mohammad Hasnain"", ""5"": ""Mohammad Wasim"", ""6"": ""Abrar Ahmed"", ""7"": ""Mohammad Nawaz"", ""8"": ""Mohammad Nawaz"", ""9"": ""Mohammad Nawaz"", ""10"": ""Mohammad Nawaz"", ""11"": ""Usman Tariq"", ""12"": ""Abrar Ahmed"", ""13"": ""Mohammad Hasnain"", ""14"": ""Mohammad Nawaz"", ""15"": ""Abrar Ahmed"", ""16"": ""Naseem Shah"", ""17"": ""Mohammad Amir"", ""18"": ""Naseem Shah"", ""19"": ""Mohammad Amir"", ""20"": ""Mohammad Wasim""}",7.89,9.78,20.7,23.9,FALSE
Quetta Gladiators,2016,"{""1"": ""LJ Wright"", ""2"": ""Ahmed Shehzad"", ""3"": ""KP Pietersen"", ""4"": ""Sarfraz Ahmed"", ""5"": ""Mohammad Nawaz"", ""6"": ""Akbar-ur-Rehman"", ""7"": ""GD Elliott"", ""8"": ""Anwar Ali""}",16.7,30,124.4,125.6,119.1,8.35,6.33,6.33,6.75,14.14,7.17,85.7,14.3,"{""1"": ""Anwar Ali"", ""2"": ""Zulfiqar Babar"", ""3"": ""Anwar Ali"", ""4"": ""Zulfiqar Babar"", ""5"": ""Mohammad Nawaz"", ""6"": ""Mohammad Nabi"", ""7"": ""Aizaz Cheema"", ""8"": ""Mohammad Nawaz"", ""9"": ""Mohammad Nawaz"", ""10"": ""Mohammad Nawaz"", ""11"": ""Zulfiqar Babar"", ""12"": ""Mohammad Nawaz"", ""13"": ""Zulfiqar Babar"", ""14"": ""Mohammad Nawaz"", ""15"": ""Mohammad Nawaz"", ""16"": ""Mohammad Nabi"", ""17"": ""Zulfiqar Babar"", ""18"": ""GD Elliott"", ""19"": ""Anwar Ali"", ""20"": ""Anwar Ali""}",6.51,9.47,0,18.1,FALSE
Quetta Gladiators,2017,"{""1"": ""Asad Shafiq"", ""2"": ""Ahmed Shehzad"", ""3"": ""KP Pietersen"", ""4"": ""RR Rossouw"", ""5"": ""Sarfraz Ahmed"", ""6"": ""Anwar Ali"", ""7"": ""NLTC Perera"", ""8"": ""Hassan Khan""}",0,22.2,106.7,129.2,146.1,7.9,7.47,7.47,8.14,7.9,7.33,60,40,"{""1"": ""Zulfiqar Babar"", ""2"": ""TS Mills"", ""3"": ""Zulfiqar Babar"", ""4"": ""TS Mills"", ""5"": ""Anwar Ali"", ""6"": ""Mohammad Nawaz"", ""7"": ""Hassan Khan"", ""8"": ""Hassan Khan"", ""9"": ""Hassan Khan"", ""10"": ""Zulfiqar Babar"", ""11"": ""Hassan Khan"", ""12"": ""NLTC Perera"", ""13"": ""Zulfiqar Babar"", ""14"": ""Zulfiqar Babar"", ""15"": ""Mohammad Nawaz"", ""16"": ""NLTC Perera"", ""17"": ""Mohammad Nawaz"", ""18"": ""TS Mills"", ""19"": ""Anwar Ali"", ""20"": ""NLTC Perera""}",7.36,9.54,2.1,34,FALSE
Quetta Gladiators,2018,"{""1"": ""Asad Shafiq"", ""2"": ""SR Watson"", ""3"": ""Umar Amin"", ""4"": ""KP Pietersen"", ""5"": ""RR Rossouw"", ""6"": ""Sarfraz Ahmed"", ""7"": ""Mohammad Nawaz"", ""8"": ""Anwar Ali""}",0,18.2,109.6,124.6,129.8,7.76,6.32,6.49,6.97,7.2,8.31,80,20,"{""1"": ""Mohammad Nawaz"", ""2"": ""Rahat Ali"", ""3"": ""Rahat Ali"", ""4"": ""Rahat Ali"", ""5"": ""Rahat Ali"", ""6"": ""Mohammad Nawaz"", ""7"": ""Hassan Khan"", ""8"": ""Mohammad Nawaz"", ""9"": ""Hassan Khan"", ""10"": ""Mohammad Nawaz"", ""11"": ""Hassan Khan"", ""12"": ""SR Watson"", ""13"": ""Anwar Ali"", ""14"": ""SR Watson"", ""15"": ""Anwar Ali"", ""16"": ""Rahat Ali"", ""17"": ""SR Watson"", ""18"": ""Anwar Ali"", ""19"": ""Rahat Ali"", ""20"": ""SR Watson""}",7.18,7.98,5.1,29.7,FALSE
Quetta Gladiators,2019,"{""1"": ""SR Watson"", ""2"": ""Ahsan Ali"", ""3"": ""RR Rossouw"", ""4"": ""Umar Akmal"", ""5"": ""Sarfraz Ahmed"", ""6"": ""Anwar Ali"", ""7"": ""Mohammad Nawaz"", ""8"": ""Sohail Tanvir""}",0,50,136,119.4,138.4,7.38,7.45,6.14,10.29,7.33,4.88,77.8,22.2,"{""1"": ""Sohail Tanvir"", ""2"": ""Mohammad Nawaz"", ""3"": ""Sohail Tanvir"", ""4"": ""Mohammad Nawaz"", ""5"": ""Sohail Tanvir"", ""6"": ""Fawad Ahmed"", ""7"": ""Fawad Ahmed"", ""8"": ""Mohammad Nawaz"", ""9"": ""Fawad Ahmed"", ""10"": ""Mohammad Nawaz"", ""11"": ""Fawad Ahmed"", ""12"": ""Mohammad Nawaz"", ""13"": ""Fawad Ahmed"", ""14"": ""Fawad Ahmed"", ""15"": ""Fawad Ahmed"", ""16"": ""Sohail Tanvir"", ""17"": ""Sohail Tanvir"", ""18"": ""Sohail Tanvir"", ""19"": ""Sohail Tanvir"", ""20"": ""Ghulam Mudassar""}",6.88,9.23,11.9,19.5,FALSE
Quetta Gladiators,2020,"{""1"": ""JJ Roy"", ""2"": ""SR Watson"", ""3"": ""Ahmed Shehzad"", ""4"": ""Sarfraz Ahmed"", ""5"": ""Azam Khan"", ""6"": ""Mohammad Nawaz"", ""7"": ""BCJ Cutting"", ""8"": ""Sohail Khan""}",16.7,22.2,117.8,138.1,132.5,9.92,7.28,7.17,11.37,12,4.4,100,0,"{""1"": ""Mohammad Nawaz"", ""2"": ""Sohail Khan"", ""3"": ""Mohammad Nawaz"", ""4"": ""Naseem Shah"", ""5"": ""Mohammad Hasnain"", ""6"": ""Mohammad Hasnain"", ""7"": ""Fawad Ahmed"", ""8"": ""Mohammad Nawaz"", ""9"": ""Fawad Ahmed"", ""10"": ""Fawad Ahmed"", ""11"": ""TS Mills"", ""12"": ""Mohammad Hasnain"", ""13"": ""Mohammad Hasnain"", ""14"": ""Fawad Ahmed"", ""15"": ""BCJ Cutting"", ""16"": ""Sohail Khan"", ""17"": ""Naseem Shah"", ""18"": ""Naseem Shah"", ""19"": ""Naseem Shah"", ""20"": ""Sohail Khan""}",7.62,9.7,32.9,15.1,FALSE
Quetta Gladiators,2021,"{""1"": ""J Weatherald"", ""2"": ""Saim Ayub"", ""3"": ""F du Plessis"", ""4"": ""Sarfraz Ahmed"", ""5"": ""Azam Khan"", ""6"": ""Mohammad Nawaz"", ""7"": ""BCJ Cutting"", ""8"": ""JD Wildermuth""}",33.3,40,109.4,126.2,128.9,8.61,6.99,6.49,8.29,14,7.67,0,100,"{""1"": ""Mohammad Nawaz"", ""2"": ""Mohammad Hasnain"", ""3"": ""Usman Shinwari"", ""4"": ""Mohammad Hasnain"", ""5"": ""Usman Shinwari"", ""6"": ""Mohammad Hasnain"", ""7"": ""Mohammad Nawaz"", ""8"": ""Zahid Mahmood"", ""9"": ""Mohammad Nawaz"", ""10"": ""Zahid Mahmood"", ""11"": ""Mohammad Nawaz"", ""12"": ""Qais Ahmad"", ""13"": ""Mohammad Hasnain"", ""14"": ""Zahid Mahmood"", ""15"": ""DW Steyn"", ""16"": ""BCJ Cutting"", ""17"": ""Mohammad Hasnain"", ""18"": ""Mohammad Hasnain"", ""19"": ""Mohammad Hasnain"", ""20"": ""Mohammad Hasnain""}",8.62,11.76,32.3,18.6,FALSE
Quetta Gladiators,2022,"{""1"": ""JJ Roy"", ""2"": ""WCF Smeed"", ""3"": ""JM Vince"", ""4"": ""Sarfraz Ahmed"", ""5"": ""Iftikhar Ahmed"", ""6"": ""Umar Akmal"", ""7"": ""Sohail Tanvir"", ""8"": ""Noor Ahmad""}",0,80,146.7,121.4,159.3,6.68,9.45,8.95,7.75,9.33,5.58,75,25,"{""1"": ""Sohail Tanvir"", ""2"": ""Mohammad Hasnain"", ""3"": ""Sohail Tanvir"", ""4"": ""Naseem Shah"", ""5"": ""Naseem Shah"", ""6"": ""Ghulam Mudassar"", ""7"": ""Shahid Afridi"", ""8"": ""Mohammad Nawaz"", ""9"": ""Shahid Afridi"", ""10"": ""Ashir Qureshi"", ""11"": ""JP Faulkner"", ""12"": ""Mohammad Nawaz"", ""13"": ""JP Faulkner"", ""14"": ""Mohammad Hasnain"", ""15"": ""Sohail Tanvir"", ""16"": ""Naseem Shah"", ""17"": ""Sohail Tanvir"", ""18"": ""Naseem Shah"", ""19"": ""Naseem Shah"", ""20"": ""Naseem Shah""}",8.68,10.95,28.5,15.9,FALSE
Quetta Gladiators,2023,"{""1"": ""JJ Roy"", ""2"": ""MJ Guptill"", ""3"": ""Abdul Bangalzai"", ""4"": ""Mohammad Hafeez"", ""5"": ""Iftikhar Ahmed"", ""6"": ""Umar Akmal"", ""7"": ""Mohammad Nawaz"", ""8"": ""OF Smith""}",0,30,124.7,120.3,183.2,6.43,7.95,7.13,7.16,5.5,4.71,66.7,33.3,"{""1"": ""Naseem Shah"", ""2"": ""Mohammad Nawaz"", ""3"": ""Naseem Shah"", ""4"": ""Mohammad Hasnain"", ""5"": ""Mohammad Hasnain"", ""6"": ""Mohammad Hasnain"", ""7"": ""Mohammad Nawaz"", ""8"": ""Mohammad Nawaz"", ""9"": ""Qais Ahmad"", ""10"": ""Mohammad Nawaz"", ""11"": ""Mohammad Nawaz"", ""12"": ""Mohammad Nawaz"", ""13"": ""Mohammad Nawaz"", ""14"": ""Mohammad Nawaz"", ""15"": ""Qais Ahmad"", ""16"": ""Naseem Shah"", ""17"": ""Naseem Shah"", ""18"": ""Naseem Shah"", ""19"": ""Mohammad Hasnain"", ""20"": ""OF Smith""}",9.01,10.45,29.9,19.9,FALSE
Quetta Gladiators,2024,"{""1"": ""JJ Roy"", ""2"": ""Saud Shakeel"", ""3"": ""Khawaja Nafay"", ""4"": ""RR Rossouw"", ""5"": ""Sarfraz Ahmed"", ""6"": ""SE Rutherford"", ""7"": ""AJ Hosein"", ""8"": ""Mohammad Wasim""}",16.7,50,131.4,118.5,137.1,7.73,8.47,8.57,7.71,7.83,7.56,80,20,"{""1"": ""Mohammad Amir"", ""2"": ""Mohammad Amir"", ""3"": ""Mohammad Amir"", ""4"": ""Mohammad Amir"", ""5"": ""Abrar Ahmed"", ""6"": ""Abrar Ahmed"", ""7"": ""Abrar Ahmed"", ""8"": ""Abrar Ahmed"", ""9"": ""AJ Hosein"", ""10"": ""Abrar Ahmed"", ""11"": ""AJ Hosein"", ""12"": ""Abrar Ahmed"", ""13"": ""Mohammad Hasnain"", ""14"": ""AJ Hosein"", ""15"": ""Mohammad Hasnain"", ""16"": ""Abrar Ahmed"", ""17"": ""Mohammad Amir"", ""18"": ""Mohammad Wasim"", ""19"": ""Mohammad Amir"", ""20"": ""Mohammad Wasim""}",8.7,9.54,26.6,31.5,FALSE
Quetta Gladiators,2025,"{""1"": ""Saud Shakeel"", ""2"": ""FH Allen"", ""3"": ""RR Rossouw"", ""4"": ""Hassan Nawaz"", ""5"": ""MS Chapman"", ""6"": ""LD Chandimal"", ""7"": ""Faheem Ashraf"", ""8"": ""Mohammad Wasim""}",16.7,27.3,155.3,134.1,166.8,8.75,9.63,5.86,9.8,7.43,8.93,37.5,62.5,"{""1"": ""Mohammad Amir"", ""2"": ""Khurram Shahzad"", ""3"": ""Mohammad Amir"", ""4"": ""Abrar Ahmed"", ""5"": ""Mohammad Wasim"", ""6"": ""Abrar Ahmed"", ""7"": ""Usman Tariq"", ""8"": ""Faheem Ashraf"", ""9"": ""Usman Tariq"", ""10"": ""Faheem Ashraf"", ""11"": ""Usman Tariq"", ""12"": ""Abrar Ahmed"", ""13"": ""Abrar Ahmed"", ""14"": ""Khurram Shahzad"", ""15"": ""Abrar Ahmed"", ""16"": ""Mohammad Amir"", ""17"": ""Mohammad Amir"", ""18"": ""Khurram Shahzad"", ""19"": ""Mohammad Amir"", ""20"": ""Faheem Ashraf""}",8.46,10.06,41.5,34.1,FALSE
Rawalpindiz,0,"{""1"": ""Mohammad Rizwan"", ""2"": ""Jake Fraser-McGurk"", ""3"": ""Daryl Mitchell"", ""4"": ""Sam Billings"", ""5"": ""Laurie Evans"", ""6"": ""Kamran Ghulam"", ""7"": ""Amad Butt"", ""8"": ""Fawad Ali""}",16.7,50,132,126,155,8,8,8,8,8,8,50,50,"{""1"": ""Naseem Shah"", ""2"": ""Mohammad Amir"", ""3"": ""Zaman Khan"", ""4"": ""Naseem Shah"", ""5"": ""Rishad Hossain"", ""6"": ""Mohammad Amir"", ""7"": ""Rishad Hossain"", ""8"": ""Amad Butt"", ""9"": ""Rishad Hossain"", ""10"": ""Amad Butt"", ""11"": ""Rishad Hossain"", ""12"": ""Amad Butt"", ""13"": ""Rishad Hossain"", ""14"": ""Amad Butt"", ""15"": ""Rishad Hossain"", ""16"": ""Naseem Shah"", ""17"": ""Naseem Shah"", ""18"": ""Mohammad Amir"", ""19"": ""Naseem Shah"", ""20"": ""Zaman Khan""}",8,10,55,20,TRUE
Hyderabad Kingsmen,0,"{""1"": ""Kusal Perera"", ""2"": ""Sharjeel Khan"", ""3"": ""Saim Ayub"", ""4"": ""Marnus Labuschagne"", ""5"": ""Muhammad Irfan Khan"", ""6"": ""Hammad Azam"", ""7"": ""Rizwan Mehmood"", ""8"": ""Tayyab Arif""}",33.3,50,130,124,152,8,8,8,8,8,8,50,50,"{""1"": ""Akif Javed"", ""2"": ""Usman Khan"", ""3"": ""Akif Javed"", ""4"": ""Mohammad Ali"", ""5"": ""Ottniel Baartman"", ""6"": ""Riley Meredith"", ""7"": ""Marnus Labuschagne"", ""8"": ""Marnus Labuschagne"", ""9"": ""Hammad Azam"", ""10"": ""Marnus Labuschagne"", ""11"": ""Hammad Azam"", ""12"": ""Marnus Labuschagne"", ""13"": ""Hammad Azam"", ""14"": ""Rizwan Mehmood"", ""15"": ""Hammad Azam"", ""16"": ""Akif Javed"", ""17"": ""Usman Khan"", ""18"": ""Mohammad Ali"", ""19"": ""Akif Javed"", ""20"": ""Riley Meredith""}",8,10,50,20,TRUE
